id_venda,data,id_cliente,id_produto,quantidade,preco_unitario,total,canal
1053,2023-03-21,12,11,3,25.95,77.86,marketplace
1054,2023-02-05,145,5,1,38.32,38.32,loja
1055,2024-04-13,52,8,1,39.72,39.72,loja
1056,2023-04-22,215,7,4,60.39,241.55,online
1057,2024-01-06,338,10,4,89.11,356.44,marketplace
1058,2024-08-20,308,9,1,58.94,58.94,loja
1059,2023-04-20,16,9,2,449.74,899.48,loja
1060,2023-06-04,461,4,5,346.45,1732.25,loja
1061,2023-05-09,247,4,3,213.17,639.51,loja
1062,2024-08-24,415,8,3,389.55,1168.65,online
1063,2024-03-07,352,14,5,507.92,2539.6,online
1064,2024-03-26,106,12,4,43.29,173.16,online
1065,2024-06-20,56,10,4,98.45,393.78,online
1066,2024-11-27,33,8,4,1879.66,7518.64,loja
1067,2024-05-20,424,15,1,128.56,128.56,marketplace
1068,2023-06-14,405,3,3,549.03,1647.09,online
1069,2024-06-05,400,6,2,28.59,57.18,loja
1070,2024-04-15,291,13,1,177.62,177.62,online
1071,2024-10-07,270,4,2,449.07,898.13,loja
1072,2023-10-21,216,11,5,148.86,744.3,online
1073,2023-01-26,253,8,3,39.18,117.54,loja
1074,2024-03-20,168,10,3,549.12,1647.36,online
1075,2023-11-26,439,10,2,24.25,48.5,loja
1076,2024-01-18,471,9,4,43.58,174.32,loja
1077,2024-02-27,411,7,3,25.92,77.75,online
1078,2024-02-18,397,6,3,192.6,577.8,online
1079,2024-08-28,329,15,5,63.23,316.15,loja
1080,2023-01-27,6,3,3,220.0,660.01,loja
1081,2024-04-06,46,4,3,61.19,183.57,online
1082,2023-05-26,23,2,5,122.66,613.3,loja
1083,2024-05-23,88,15,3,60.16,180.49,loja
1084,2024-03-25,300,15,5,173.35,866.75,online
1085,2023-10-16,339,8,4,20.72,82.88,online
1086,2023-02-09,393,5,3,449.73,1349.19,loja
1087,2023-11-21,377,14,3,378.45,1135.35,loja
1088,2023-04-01,344,4,1,58.77,58.77,online
1089,2024-04-27,303,13,4,3299.49,13197.95,marketplace
1090,2024-12-15,336,3,5,38.77,193.85,marketplace
1091,2024-07-15,445,10,1,30.14,30.14,marketplace
1092,2023-05-14,85,11,2,449.4,898.8,online
1093,2024-02-24,57,4,5,20.6,103.0,loja
1094,2024-11-17,232,6,4,254.48,1017.92,online
1095,2024-07-07,78,7,1,98.55,98.55,marketplace
1096,2024-05-12,51,1,4,163.17,652.68,online
1097,2024-03-20,142,9,4,984.05,3936.2,marketplace
1098,2023-11-08,491,2,4,449.43,1797.73,loja
1099,2024-04-03,273,2,1,118.37,118.37,online
1100,2024-07-13,52,4,2,68.38,136.76,online
1101,2023-06-21,148,12,4,3299.17,13196.68,marketplace
1102,2023-09-23,319,8,3,21.15,63.45,online
1103,2023-03-06,171,15,2,296.98,593.96,online
1104,2024-06-01,91,5,2,130.57,261.13,loja
1105,2023-10-12,497,8,2,24.49,48.98,marketplace
1106,2024-02-02,420,1,1,1136.85,1136.85,marketplace
1107,2023-03-25,49,2,3,80.13,240.38,online
1108,2024-09-09,340,8,3,647.56,1942.68,online
1109,2024-05-23,171,15,3,37.34,112.02,marketplace
1110,2023-03-14,439,4,5,1299.11,6495.56,loja
1111,2024-06-07,382,2,3,59.53,178.59,loja
1112,2024-11-22,279,15,4,20.64,82.56,online
1113,2024-06-13,302,7,5,899.27,4496.33,online
1114,2024-10-04,222,13,3,154.77,464.31,online
1115,2024-02-01,256,15,5,359.91,1799.55,loja
1116,2024-10-18,341,3,4,26.05,104.2,online
1117,2024-01-15,21,4,4,31.62,126.48,online
1118,2024-01-14,181,11,5,22.12,110.6,loja
1119,2024-09-22,491,13,1,200.04,200.04,marketplace
1120,2023-12-07,222,10,2,48.46,96.92,loja
1121,2024-04-26,348,11,3,125.38,376.14,online
1122,2023-05-10,306,5,4,549.97,2199.87,loja
1123,2024-10-05,350,13,5,379.15,1895.75,loja
1124,2023-05-10,44,5,3,385.94,1157.82,marketplace
1125,2024-02-05,270,8,4,449.18,1796.73,online
1126,2024-08-12,219,8,5,73.44,367.2,online
1127,2023-07-03,387,3,4,55.39,221.56,marketplace
1128,2024-03-20,279,15,3,449.24,1347.73,marketplace
1129,2024-03-13,344,1,3,103.01,309.03,online
1130,2023-01-09,425,11,5,1093.33,5466.65,loja
1131,2024-10-16,354,6,3,220.0,659.99,loja
1132,2023-12-07,265,3,1,235.72,235.72,marketplace
1133,2023-05-21,160,12,4,216.49,865.96,loja
1134,2023-02-01,79,10,4,220.59,882.35,loja
1135,2023-08-01,427,9,5,29.86,149.3,online
1136,2024-07-16,95,14,4,121.77,487.08,loja
1137,2024-11-20,64,7,5,200.72,1003.61,loja
1138,2023-03-17,380,12,1,144.54,144.54,marketplace
1139,2024-11-04,492,10,2,634.52,1269.04,online
1140,2024-12-26,55,8,3,26.18,78.53,online
1141,2024-02-19,200,1,4,44.59,178.36,marketplace
1142,2024-01-12,493,3,3,90.9,272.7,online
1143,2023-06-17,439,14,4,199.91,799.64,marketplace
1144,2024-09-03,90,11,2,226.68,453.36,loja
1145,2024-08-23,440,13,3,24.24,72.72,loja
1146,2024-07-03,470,14,3,449.76,1349.29,online
1147,2023-10-23,475,9,4,794.87,3179.48,marketplace
1148,2024-10-20,425,7,3,633.34,1900.02,loja
1149,2023-04-04,341,2,1,130.75,130.75,online
1150,2023-02-06,373,15,4,194.02,776.08,online
1151,2024-02-02,434,12,4,25.02,100.08,loja
1152,2023-03-11,56,12,4,449.37,1797.5,online
1153,2023-04-09,252,8,4,889.22,3556.88,online
1154,2024-09-26,405,4,2,2453.52,4907.04,loja
1155,2023-04-02,415,3,5,130.53,652.65,loja
1156,2023-06-06,350,12,3,195.04,585.12,marketplace
1157,2024-09-12,183,10,4,2749.45,10997.8,marketplace
1158,2024-11-13,448,2,2,449.07,898.13,marketplace
1159,2024-02-04,256,4,1,707.72,707.72,loja
1160,2023-05-27,129,7,5,161.96,809.8,online
1161,2024-02-18,295,4,1,80.77,80.77,marketplace
1162,2023-09-23,457,2,5,153.95,769.75,marketplace
1163,2024-11-01,17,6,4,91.56,366.24,online
1164,2023-03-07,281,14,3,3299.33,9898.0,online
1165,2023-06-03,487,7,1,1638.37,1638.37,marketplace
1166,2024-03-09,371,1,5,26.29,131.45,loja
1167,2024-07-16,156,13,1,1299.51,1299.51,loja
1168,2023-09-20,441,7,1,24.32,24.32,loja
1169,2024-12-05,221,12,5,86.69,433.45,online
1170,2023-10-12,181,4,5,899.12,4495.58,online
1171,2023-02-19,6,4,4,24.52,98.08,online
1172,2023-12-08,417,1,5,29.15,145.75,loja
1173,2024-01-11,180,10,1,899.44,899.44,loja
1174,2024-11-04,337,2,3,552.78,1658.34,loja
1175,2024-04-15,366,5,3,108.31,324.93,online
1176,2023-09-09,164,12,5,200.77,1003.84,marketplace
1177,2024-12-20,249,5,5,22.15,110.75,loja
1178,2023-05-24,284,4,2,30.7,61.4,loja
1179,2023-01-08,358,8,3,389.82,1169.45,online
1180,2023-05-09,302,7,1,74.83,74.83,online
1181,2024-08-01,442,7,1,50.67,50.67,online
1182,2024-03-22,221,9,4,130.12,520.5,loja
1183,2024-01-20,387,15,3,79.52,238.56,online
1184,2023-01-11,372,14,3,343.17,1029.51,marketplace
1185,2023-02-18,199,12,4,80.33,321.31,online
1186,2024-03-13,240,12,5,562.08,2810.4,loja
1187,2024-02-08,395,9,2,21.18,42.36,online
1188,2024-06-09,338,5,3,220.29,660.88,marketplace
1189,2024-05-28,92,8,1,32.25,32.25,online
1190,2023-06-16,327,14,1,31.35,31.35,marketplace
1191,2023-05-20,283,6,2,549.06,1098.12,loja
1192,2024-05-28,254,3,4,246.79,987.16,loja
1193,2023-04-04,336,1,2,785.82,1571.64,loja
1194,2024-01-18,368,4,5,80.34,401.7,loja
1195,2024-09-23,23,10,3,22.9,68.7,loja
1196,2024-02-17,40,4,3,23.09,69.27,loja
1197,2024-02-21,219,15,3,220.27,660.81,online
1198,2024-06-14,460,11,2,55.89,111.78,online
1199,2023-06-02,149,15,4,131.88,527.52,loja
1200,2023-06-17,367,13,5,130.01,650.03,marketplace
